Facility Name,Facility RRID,Institution Name,City,State,Country,Website,Services,Description
Center for Advanced Structural Biology,RRID:SCR_025796,University of Cincinnati,Cincinnati,OH,United States,https://med.uc.edu/research/core/Index/208/Facility/,"Cryo-Electron Microscopy,Electron Microscopy,Exosomes Characterisation,Image Aquisition,MicroED,Microscopy,Structural Biology,Structure Determination,Training,Transmission Electron Microscopy","Established in July 2022, the UC Center for Advanced Structural Biology (CASB) is integrating the latest technology in single-particle cryogenic electron microscopy (cryo-EM). A Thermo Scientific Talos L120C Transmission Electron Microscope (TEM) is available for visualizing nanoparticles, negatively stained proteins or conventional biological samples. It can be operated at 80kV or 120kV. 
  A Thermo Scientific Glacios 200 kV cryogenic TEM is equipped with both a Ceta-16M camera and a TFS Falcon 4 direct electron detector, in addition to a Selectris Energy Filter. This system is able to..."
University of Cincinnati Proteomics Laboratory (UCPL),RRID:SCR_025895,University of Cincinnati,Cincinnati,OH,United States of America,http://med.uc.edu/cancerbiology/research/proteomics,"2D Spectra Acquisition and Interpretation,2D-PAGE,Assays and Measurements,Mass Spectrometry,Proteomics","The UC Proteomics Laboratory (UCPL) is fully equipped with the protein separation and mass spectrometry equipment as well as the trained personnel to perform comparative analyses of complex protein mixtures and to identify the differentially-expressed proteins. Proteomics laboratory personnel also offer guidance to the research community regarding the feasibility of a given approach and/or advice on proteomics experimental design to enhance the probability of success. Please contact the lab director to set up a consultation.
 
 The research expertise in the UC Proteomics Laboratory..."
CU Anschutz Gnotobiotic Core,RRID:SCR_023245,University of Colorado Anschutz Medical Campus,Aurora,CO,United States,https://medschool.cuanschutz.edu/rheumatology/research/research-services/gnotobiotic-core-service-center,"Animal Husbandry,Colony Management,Gnotobiotic Mice",The UCD AMC gnotobiotic core provides investigators germ free (axenic/sterile) and gnotobiotic (flora-defined) mice. We provide a space in which investigators can complete their own studies or hire the core to complete experimental manipulations. Our core facility includes 12 large soft-sided vinyl isolators for breeding and 8 small soft-sided vinyl isolators for experiments. We also have the option between using the Allentown positive pressure racks and static cage for experimental use.
Drug Discovery and Development Shared Resource,RRID:SCR_021986,University of Colorado Anschutz Medical Campus,Aurora,CO,United States of America,https://cu.corefacilities.org/service_center/show_external/5637/drug_discovery_and_development_shared_resource,"3D Bioprinting,Assay Development,Automated Liquid Handling,Bioluminsecence Imaging,Brightfield Microscopy,Cell Culture,Cell Imaging,Chemical Design And Synthesis,Computer Aided Design (CAD),Confocal Microscopy,Confocal/ Super Resolution Microscope,Custom Library Prep Service,Data Analysis,Data Analysis And Interpretation,Data Processing And Interpretation,Drug Discovery,ELISA,Experimental Design,Fluorescence Microscope With Optical Sectioning Capability,Forster Resonance Energy Transfer (FRET),High Content Screening,High-throughput Screening,Histology,Image Aquisition,Image Processing And Analysis,Immunofluorescence ,Immunohistochemistry,Incucyte,Library Services,Live Cell Imaging,Microscopy,Multiplex Fluorescence,Multiplexed Immunofluorescence,Necropsy,Pharmacokinetics,Plate Reader,Processing & Embedding- Histology,Protocol Development,Rodent Study ,Scanning 20X Brightfield,Scanning 20X Flourescent,Scanning 20X Fluorescent,Scanning 40X Brightfield,Scanning 40X Fluorescent,Tissue Culture,Xenograft / Xenot","The mission of the University of Colorado Anschutz Medical Campus (CU AMC) Drug Discovery and Development Shared Resource (D3SR) is to provide expertise and infrastructure to facilitate drug discovery at different stages of the development pipeline, including assay development and validation, high-throughput screening (HTS) and image-based high-content screening (HCS) discovery, hit-to-lead validation and optimization, and in vitro and in vivo pharmacology including pharmacokinetics (PK) and pharmacodynamics (PD) as well as toxicology."
Genetically Engineered Murine Models (GEMM) Core,RRID:SCR_025491,University of Colorado Anschutz Medical Campus,Aurora,CO,United States of America,https://medschool.cuanschutz.edu/immunology-and-microbiology/core-labs/gemm-core,"Animal Husbandry,Cell Culture,Cloning,Cold Storage,Colony Management,Consultations,CRISPR,CRISPR Injection Services,CRISPR/Cas Project Design,Embryo Cryopreservation & Recovery Services,End-to-end Service,ES Cell Injection,ES Cell Technology (Mouse),Experimental Design,Fresh/Frozen Sperm IVF,Genome Engineering,Genotyping,Genotyping-by-sequencing,Injection Of DNA Constructs,Molecular Construct Services,Rederivation (Mouse),Sperm Cryopreservation,Tail Biopsy,Tissue Culture,Training,Transgenics,Vitrification","The Genetically Engineered Murine Models (GEMM) Core provides full-service mouse genetic engineering support to researchers. We will help you select the best model for your research program, design and build any requisite constructs and reagents, and produce live mice. The most popular requests are for CRISPR-based gene edited mice and transgenic mice. To date, we have created engineered alleles for knockouts, conditional knockouts, SNP knockins, tag and marker insertions, deletions of up to 300kb, duplications, and transgenic alleles. These novel mouse models have been made on a wide..."
Small Animal Image-Guided Radiation Therapy,RRID:SCR_021996,University of Colorado Anschutz Medical Campus,Aurora,CO,United States of America,https://medschool.cuanschutz.edu/colorado-cancer-center/research/shared-resources/animal-imaging/irradiation,"Experimental Design,In-vivo Imaging,Irradiation","The Small-Animal IGRT Core specializes in the targeted irradiation of small animals for use in pre-clinical trials of radiation therapy. Through the use of the XRAD-SmART Irradiator, our core can use x-ray fluoroscopy and on-board CBCT to accurately irradiate small lesion areas while protecting normal tissue. Our core also provides experiment design, data analysis, and dosimetry calculations, as well as longitudinal acquisition of CBCT for temporal assessment of tumor growth kinetics."
Structural Biology- NMR Facility,RRID:SCR_021997,University of Colorado Anschutz Medical Campus,Aurora,CO,United States,https://medschool.cuanschutz.edu/corefacilities/nmr/home,"Consultation,Data Analysis,Data Analysis And Interpretation,Data Processing,Data Processing And Interpretation,NMR Quality Control For Biologic Drugs,NMR Quality Control For Biosimilars,Nuclear Magnetic Resonance (NMR),Protein NMR,Small Molecule Compound Screening,Training","The goal of the Biomolecular NMR Core facility is to enable the study of biomolecular structure, dynamics and interactions in solution at the atomic level. The facility provides is equippped with three high field NMR spectrometers from 600 MHz to 900 MHz equipped for biomolecular NMR studies"
BioFrontiers Advanced Light Microscopy Core,RRID:SCR_018302,University of Colorado Boulder,Boulder,CO,United States of America,https://advancedimaging.colorado.edu/,"3D Visualization,Cell Imaging,Computational - Biostatistics,Confocal Microscopy,Data Analysis,High Content Screening,Immunohistochemistry,Microscopy","The BioFrontiers Advanced Light Microscopy Core is a user facility designed to advance biological discovery through quantitative microscopy techniques. The facility is open all researchers from academia, national labs and industry. Current demands in biological research require the capability to observe cellular and sub-cellular events and phenomena both punctually as well as over time. The BioFrontiers Advanced Light Microscopy Core is capable to meet these imaging needs. The low signal levels that result from biologically important processes, as well as the spatio-temporal dynamic nature..."
Chemical and Bio. Engineering instrument and electronics,RRID:SCR_019298,University of Colorado Boulder,boulder,CO,United States of America,https://www.colorado.edu/chbe/instrument-shop,"Computer Aided Design (CAD),Electronic Design,Electronic Medical Device Prototyping,Electronics & Fabrication Shop,Electronics Repair,Machining","Provides mechanical and electrical design and fabrication services at CU Boulder.Provides solutions for instructional and research needs for any department or college. Collectively comprised of machine shop and electronics shop, both of which are located in basement level of Jennie Smoly Caruthers Biotechnology Building."
CUB-BioChemistry Krios Electron Microscope Facility,RRID:SCR_019057,University of Colorado Boulder,Boulder,CO,United States of America,https://www.colorado.edu/sharedinstrumentation/biokem-biochemistry-krios-electron-microscopy-facility,"Cryo-Electron Microscopy,Data Analysis,Data Processing And Interpretation,Transmission Electron Microscopy",The University of Colorado Boulder Biochemistry Department's Krios Electron Microscopy facility (BioKEM) offers single particle cryo-EM and cryo tomography of plunge-frozen samples. Using a Titan Krios G3i (funded by HHMI) for high resolution data collection on a Gatan K3 Direct Detection Camera the BioKEM facility is able to offer high-end data collection at atomic level resolution. The BioKEM facility uses Serial EM for SPA and cryo-ET data acquisition.
Facility for Electron Microscopy of Materials CU FEMM,RRID:SCR_019306,University of Colorado Boulder,Boulder,CO,United States of America,https://www.colorado.edu/lab/cufemm/,Transmission Electron Microscopy,"The CU Facility for Electron Microscopy of Materials (CU FEMM) is an open access user facility that serves the entire CU Boulder campus and is also open to external users nationwide. The facility features state-of-the-art transmission electron microscopes housed in a vibration, static-free, and temperature-controlled environment. Designed to ensure the highest resolution possible, this uniquely constructed and renovated facility enables the study of structure and chemistry at the atomic scale by isolating instruments from thermal, vibration, and electromagnetic interference. CU FEMM’s..."
